Vout, Iout
0.0,-0.001337
0.005005005005005005,-0.001329
0.01001001001001001,-0.00132
0.015015015015015015,-0.001312
0.02002002002002002,-0.001305
0.025025025025025023,-0.001296
0.03003003003003003,-0.001288
0.035035035035035036,-0.00128
0.04004004004004004,-0.001272
0.04504504504504504,-0.001264
0.050050050050050046,-0.001256
0.055055055055055056,-0.001248
0.06006006006006006,-0.001239
0.06506506506506507,-0.001231
0.07007007007007007,-0.001223
0.07507507507507508,-0.001216
0.08008008008008008,-0.001208
0.08508508508508508,-0.0012
0.09009009009009009,-0.001192
0.09509509509509509,-0.001184
0.10010010010010009,-0.001176
0.10510510510510511,-0.001168
0.11011011011011011,-0.001161
0.11511511511511512,-0.001153
0.12012012012012012,-0.001145
0.12512512512512514,-0.001137
0.13013013013013014,-0.001128
0.13513513513513514,-0.001122
0.14014014014014015,-0.001114
0.14514514514514515,-0.001107
0.15015015015015015,-0.001099
0.15515515515515516,-0.001091
0.16016016016016016,-0.001084
0.16516516516516516,-0.001076
0.17017017017017017,-0.001069
0.17517517517517517,-0.001061
0.18018018018018017,-0.001054
0.18518518518518517,-0.001047
0.19019019019019018,-0.001039
0.19519519519519518,-0.001032
0.20020020020020018,-0.001024
0.20520520520520522,-0.001017
0.21021021021021022,-0.001009
0.21521521521521522,-0.001002
0.22022022022022023,-0.000995
0.22522522522522523,-0.000987
0.23023023023023023,-0.00098
0.23523523523523523,-0.000973
0.24024024024024024,-0.000966
0.24524524524524524,-0.000958
0.2502502502502503,-0.000951
0.2552552552552553,-0.000943
0.2602602602602603,-0.000936
0.2652652652652653,-0.000929
0.2702702702702703,-0.000921
0.2752752752752753,-0.000914
0.2802802802802803,-0.000906
0.2852852852852853,-0.0009
0.2902902902902903,-0.000893
0.2952952952952953,-0.000886
0.3003003003003003,-0.000879
0.3053053053053053,-0.000872
0.3103103103103103,-0.000866
0.3153153153153153,-0.000859
0.3203203203203203,-0.000852
0.3253253253253253,-0.000846
0.3303303303303303,-0.000839
0.3353353353353353,-0.000832
0.34034034034034033,-0.000825
0.34534534534534533,-0.000818
0.35035035035035034,-0.000812
0.35535535535535534,-0.000805
0.36036036036036034,-0.000798
0.36536536536536535,-0.000791
0.37037037037037035,-0.000784
0.37537537537537535,-0.000777
0.38038038038038036,-0.000771
0.38538538538538536,-0.000765
0.39039039039039036,-0.000758
0.39539539539539537,-0.000752
0.40040040040040037,-0.000745
0.40540540540540543,-0.000739
0.41041041041041043,-0.000732
0.41541541541541543,-0.000726
0.42042042042042044,-0.000719
0.42542542542542544,-0.000713
0.43043043043043044,-0.000707
0.43543543543543545,-0.0007
0.44044044044044045,-0.000694
0.44544544544544545,-0.000688
0.45045045045045046,-0.000681
0.45545545545545546,-0.000675
0.46046046046046046,-0.000669
0.46546546546546547,-0.000663
0.47047047047047047,-0.000656
0.4754754754754755,-0.00065
0.4804804804804805,-0.000644
0.4854854854854855,-0.000638
0.4904904904904905,-0.000632
0.4954954954954955,-0.000626
0.5005005005005005,-0.00062
0.5055055055055055,-0.000614
0.5105105105105106,-0.000608
0.5155155155155156,-0.000602
0.5205205205205206,-0.000596
0.5255255255255256,-0.00059
0.5305305305305306,-0.000584
0.5355355355355356,-0.000578
0.5405405405405406,-0.000572
0.5455455455455456,-0.000567
0.5505505505505506,-0.000561
0.5555555555555556,-0.000555
0.5605605605605606,-0.000549
0.5655655655655656,-0.000544
0.5705705705705706,-0.000538
0.5755755755755756,-0.000532
0.5805805805805806,-0.000527
0.5855855855855856,-0.000521
0.5905905905905906,-0.000516
0.5955955955955956,-0.00051
0.6006006006006006,-0.000504
0.6056056056056056,-0.000499
0.6106106106106106,-0.000494
0.6156156156156156,-0.000489
0.6206206206206206,-0.000483
0.6256256256256256,-0.000478
0.6306306306306306,-0.000472
0.6356356356356356,-0.000467
0.6406406406406406,-0.000462
0.6456456456456456,-0.000455
0.6506506506506506,-0.000451
0.6556556556556556,-0.000446
0.6606606606606606,-0.000441
0.6656656656656657,-0.000436
0.6706706706706707,-0.000431
0.6756756756756757,-0.000426
0.6806806806806807,-0.00042
0.6856856856856857,-0.000415
0.6906906906906907,-0.00041
0.6956956956956957,-0.000405
0.7007007007007007,-0.0004
0.7057057057057057,-0.000396
0.7107107107107107,-0.000391
0.7157157157157157,-0.000386
0.7207207207207207,-0.000381
0.7257257257257257,-0.000376
0.7307307307307307,-0.000371
0.7357357357357357,-0.000366
0.7407407407407407,-0.000362
0.7457457457457457,-0.000357
0.7507507507507507,-0.000352
0.7557557557557557,-0.000347
0.7607607607607607,-0.000342
0.7657657657657657,-0.000338
0.7707707707707707,-0.000333
0.7757757757757757,-0.000328
0.7807807807807807,-0.000324
0.7857857857857857,-0.00032
0.7907907907907907,-0.000315
0.7957957957957957,-0.000311
0.8008008008008007,-0.000306
0.8058058058058059,-0.000302
0.8108108108108109,-0.000298
0.8158158158158159,-0.000293
0.8208208208208209,-0.00029
0.8258258258258259,-0.000284
0.8308308308308309,-0.000281
0.8358358358358359,-0.000277
0.8408408408408409,-0.000272
0.8458458458458459,-0.000268
0.8508508508508509,-0.000264
0.8558558558558559,-0.00026
0.8608608608608609,-0.000256
0.8658658658658659,-0.000252
0.8708708708708709,-0.000248
0.8758758758758759,-0.000244
0.8808808808808809,-0.00024
0.8858858858858859,-0.000236
0.8908908908908909,-0.000233
0.8958958958958959,-0.000229
0.9009009009009009,-0.000225
0.9059059059059059,-0.000221
0.9109109109109109,-0.000218
0.9159159159159159,-0.000214
0.9209209209209209,-0.000211
0.9259259259259259,-0.000207
