Vout, Vout-Vin
1.1961961961961962,0.023
1.2012012012012012,0.023
1.2062062062062062,0.023
1.2112112112112112,0.023
1.2162162162162162,0.024
1.2212212212212212,0.024
1.2262262262262262,0.024
1.2312312312312312,0.024
1.2362362362362362,0.024
1.2412412412412412,0.024
1.2462462462462462,0.024
1.2512512512512513,0.024
1.2562562562562563,0.025
1.2612612612612613,0.025
1.2662662662662663,0.025
1.2712712712712713,0.025
1.2762762762762763,0.025
1.2812812812812813,0.025
1.2862862862862863,0.025
1.2912912912912913,0.026
1.2962962962962963,0.026
1.3013013013013013,0.026
1.3063063063063063,0.026
1.3113113113113113,0.026
1.3163163163163163,0.026
1.3213213213213213,0.026
1.3263263263263263,0.026
1.3313313313313313,0.026
1.3363363363363363,0.026
1.3413413413413413,0.026
1.3463463463463463,0.026
1.3513513513513513,0.026
1.3563563563563563,0.026
1.3613613613613613,0.026
1.3663663663663663,0.027
1.3713713713713713,0.027
1.3763763763763763,0.027
1.3813813813813813,0.027
1.3863863863863863,0.027
1.3913913913913913,0.027
1.3963963963963963,0.027
1.4014014014014013,0.027
1.4064064064064064,0.027
1.4114114114114114,0.027
1.4164164164164164,0.027
1.4214214214214214,0.027
1.4264264264264264,0.027
1.4314314314314314,0.027
1.4364364364364364,0.027
1.4414414414414414,0.027
1.4464464464464464,0.027
1.4514514514514514,0.027
1.4564564564564564,0.027
1.4614614614614614,0.027
1.4664664664664664,0.027
1.4714714714714714,0.027
1.4764764764764764,0.027
1.4814814814814814,0.027
1.4864864864864864,0.027
1.4914914914914914,0.027
1.4964964964964964,0.027
1.5015015015015014,0.027
1.5065065065065064,0.027
1.5115115115115114,0.027
1.5165165165165164,0.027
1.5215215215215214,0.027
1.5265265265265264,0.027
1.5315315315315314,0.027
1.5365365365365364,0.027
1.5415415415415414,0.027
1.5465465465465464,0.027
1.5515515515515514,0.027
1.5565565565565564,0.027
1.5615615615615615,0.027
1.5665665665665665,0.027
1.5715715715715715,0.027
1.5765765765765765,0.027
1.5815815815815815,0.027
1.5865865865865865,0.027
1.5915915915915915,0.027
1.5965965965965965,0.027
1.6016016016016015,0.027
1.6066066066066067,0.027
1.6116116116116117,0.027
1.6166166166166167,0.027
1.6216216216216217,0.027
1.6266266266266267,0.027
1.6316316316316317,0.027
1.6366366366366367,0.027
1.6416416416416417,0.027
1.6466466466466467,0.027
1.6516516516516517,0.027
1.6566566566566567,0.027
1.6616616616616617,0.027
1.6666666666666667,0.027
1.6716716716716717,0.027
1.6766766766766767,0.027
1.6816816816816818,0.027
1.6866866866866868,0.027
1.6916916916916918,0.027
1.6966966966966968,0.027
1.7017017017017018,0.027
1.7067067067067068,0.027
1.7117117117117118,0.027
1.7167167167167168,0.027
1.7217217217217218,0.027
1.7267267267267268,0.027
1.7317317317317318,0.027
1.7367367367367368,0.027
1.7417417417417418,0.027
1.7467467467467468,0.027
1.7517517517517518,0.027
1.7567567567567568,0.027
1.7617617617617618,0.027
1.7667667667667668,0.027
1.7717717717717718,0.027
1.7767767767767768,0.027
1.7817817817817818,0.027
1.7867867867867868,0.027
1.7917917917917918,0.027
1.7967967967967968,0.027
1.8018018018018018,0.027
1.8068068068068068,0.027
1.8118118118118118,0.027
1.8168168168168168,0.027
1.8218218218218218,0.027
1.8268268268268268,0.027
1.8318318318318318,0.027
1.8368368368368369,0.027
1.8418418418418419,0.027
1.8468468468468469,0.027
1.8518518518518519,0.027
1.8568568568568569,0.027
1.8618618618618619,0.027
1.8668668668668669,0.027
1.8718718718718719,0.027
1.8768768768768769,0.027
1.8818818818818819,0.027
1.8868868868868869,0.027
1.8918918918918919,0.027
1.896896896896897,0.027
1.901901901901902,0.027
1.906906906906907,0.027
1.911911911911912,0.027
1.916916916916917,0.027
1.921921921921922,0.027
1.926926926926927,0.027
1.931931931931932,0.027
1.936936936936937,0.027
1.941941941941942,0.027
1.946946946946947,0.027
1.951951951951952,0.027
1.956956956956957,0.027
1.961961961961962,0.027
1.966966966966967,0.027
1.971971971971972,0.027
1.976976976976977,0.027
1.981981981981982,0.027
1.986986986986987,0.027
1.991991991991992,0.027
1.996996996996997,0.027
2.002002002002002,0.027
2.007007007007007,0.027
2.012012012012012,0.027
2.017017017017017,0.027
2.022022022022022,0.027
2.027027027027027,0.027
2.032032032032032,0.027
2.037037037037037,0.027
2.042042042042042,0.027
2.047047047047047,0.027
2.052052052052052,0.027
2.057057057057057,0.027
2.062062062062062,0.027
2.067067067067067,0.027
2.0720720720720722,0.027
2.0770770770770772,0.027
2.0820820820820822,0.027
2.0870870870870872,0.027
2.0920920920920922,0.027
2.0970970970970972,0.027
2.1021021021021022,0.027
2.1071071071071072,0.027
2.1121121121121122,0.027
2.1171171171171173,0.027
2.1221221221221223,0.027
2.1271271271271273,0.027
2.1321321321321323,0.027
2.1371371371371373,0.027
2.1421421421421423,0.026
2.1471471471471473,0.026
2.1521521521521523,0.026
2.1571571571571573,0.026
2.1621621621621623,0.026
2.1671671671671673,0.026
2.1721721721721723,0.026
2.1771771771771773,0.026
2.1821821821821823,0.026
2.1871871871871873,0.026
2.1921921921921923,0.026
2.1971971971971973,0.026
2.2022022022022023,0.026
2.2072072072072073,0.026
2.2122122122122123,0.026
2.2172172172172173,0.026
2.2222222222222223,0.026
2.2272272272272273,0.026
2.2322322322322323,0.026
2.2372372372372373,0.026
2.2422422422422423,0.026
2.2472472472472473,0.026
2.2522522522522523,0.026
2.2572572572572573,0.026
2.2622622622622623,0.026
2.2672672672672673,0.026
2.2722722722722724,0.026
2.2772772772772774,0.026
2.2822822822822824,0.026
2.2872872872872874,0.026
2.2922922922922924,0.026
2.2972972972972974,0.026
2.3023023023023024,0.026
2.3073073073073074,0.026
2.3123123123123124,0.026
2.3173173173173174,0.026
2.3223223223223224,0.026
2.3273273273273274,0.026
2.3323323323323324,0.026
2.3373373373373374,0.026
2.3423423423423424,0.026
2.3473473473473474,0.026
2.3523523523523524,0.026
2.3573573573573574,0.026
2.3623623623623624,0.026
2.3673673673673674,0.026
2.3723723723723724,0.026
2.3773773773773774,0.026
2.3823823823823824,0.026
2.3873873873873874,0.026
2.3923923923923924,0.026
2.3973973973973974,0.026
2.4024024024024024,0.026
2.4074074074074074,0.026
2.4124124124124124,0.026
2.4174174174174174,0.026
2.4224224224224224,0.026
2.4274274274274275,0.026
2.4324324324324325,0.026
2.4374374374374375,0.026
2.4424424424424425,0.026
2.4474474474474475,0.026
2.4524524524524525,0.026
2.4574574574574575,0.026
2.4624624624624625,0.025
2.4674674674674675,0.025
2.4724724724724725,0.025
2.4774774774774775,0.025
2.4824824824824825,0.025
2.4874874874874875,0.025
2.4924924924924925,0.025
2.4974974974974975,0.025
2.5025025025025025,0.025
2.5075075075075075,0.025
2.5125125125125125,0.025
2.5175175175175175,0.025
2.5225225225225225,0.025
2.5275275275275275,0.025
2.5325325325325325,0.025
2.5375375375375375,0.025
2.5425425425425425,0.025
2.5475475475475475,0.025
2.5525525525525525,0.025
2.5575575575575575,0.025
2.5625625625625625,0.025
2.5675675675675675,0.025
2.5725725725725725,0.025
2.5775775775775776,0.025
2.5825825825825826,0.025
2.5875875875875876,0.025
2.5925925925925926,0.025
2.5975975975975976,0.025
2.6026026026026026,0.025
2.6076076076076076,0.025
2.6126126126126126,0.025
2.6176176176176176,0.025
2.6226226226226226,0.025
2.6276276276276276,0.025
2.6326326326326326,0.025
2.6376376376376376,0.025
2.6426426426426426,0.025
2.6476476476476476,0.025
2.6526526526526526,0.025
2.6576576576576576,0.025
2.6626626626626626,0.025
2.6676676676676676,0.024
2.6726726726726726,0.024
2.6776776776776776,0.024
2.6826826826826826,0.024
2.6876876876876876,0.024
2.6926926926926926,0.024
2.6976976976976976,0.024
2.7027027027027026,0.024
2.7077077077077076,0.024
2.7127127127127126,0.024
2.7177177177177176,0.024
2.7227227227227226,0.024
2.7277277277277276,0.024
2.7327327327327327,0.024
2.7377377377377377,0.024
2.7427427427427427,0.024
2.7477477477477477,0.024
2.7527527527527527,0.024
2.7577577577577577,0.024
2.7627627627627627,0.024
2.7677677677677677,0.024
2.7727727727727727,0.024
2.7777777777777777,0.024
2.7827827827827827,0.024
2.7877877877877877,0.024
2.7927927927927927,0.024
2.7977977977977977,0.024
2.8028028028028027,0.024
2.8078078078078077,0.024
2.8128128128128127,0.024
2.8178178178178177,0.024
2.8228228228228227,0.024
2.8278278278278277,0.024
2.8328328328328327,0.024
2.8378378378378377,0.024
2.8428428428428427,0.024
2.8478478478478477,0.024
2.8528528528528527,0.024
2.8578578578578577,0.024
2.8628628628628627,0.024
2.8678678678678677,0.024
2.8728728728728727,0.024
2.8778778778778777,0.024
2.8828828828828827,0.024
2.8878878878878878,0.023
2.8928928928928928,0.024
2.8978978978978978,0.023
2.9029029029029028,0.023
2.9079079079079078,0.023
2.9129129129129128,0.023
2.9179179179179178,0.023
2.9229229229229228,0.023
2.9279279279279278,0.023
2.932932932932933,0.023
2.937937937937938,0.023
2.942942942942943,0.023
2.947947947947948,0.023
2.952952952952953,0.023
2.957957957957958,0.023
2.962962962962963,0.023
2.967967967967968,0.023
2.972972972972973,0.023
2.977977977977978,0.023
2.982982982982983,0.023
2.987987987987988,0.023
2.992992992992993,0.023
2.997997997997998,0.023
3.003003003003003,0.023
3.008008008008008,0.023
3.013013013013013,0.023
3.018018018018018,0.023
3.023023023023023,0.023
3.028028028028028,0.023
3.033033033033033,0.023
3.038038038038038,0.023
3.043043043043043,0.023
3.048048048048048,0.023
3.053053053053053,0.023
3.058058058058058,0.023
3.063063063063063,0.023
3.068068068068068,0.023
3.073073073073073,0.022
3.078078078078078,0.022
3.083083083083083,0.022
3.088088088088088,0.022
3.093093093093093,0.022
3.098098098098098,0.022
3.103103103103103,0.022
3.108108108108108,0.022
3.113113113113113,0.022
3.118118118118118,0.022
3.123123123123123,0.022
3.128128128128128,0.022
3.133133133133133,0.022
3.138138138138138,0.022
3.143143143143143,0.022
3.148148148148148,0.022
3.153153153153153,0.022
3.158158158158158,0.022
3.163163163163163,0.022
3.168168168168168,0.022
3.173173173173173,0.022
3.178178178178178,0.022
3.183183183183183,0.022
3.188188188188188,0.022
3.193193193193193,0.022
3.198198198198198,0.022
3.203203203203203,0.022
3.2082082082082084,0.022
3.2132132132132134,0.022
3.2182182182182184,0.022
3.2232232232232234,0.022
3.2282282282282284,0.021
3.2332332332332334,0.021
3.2382382382382384,0.021
3.2432432432432434,0.021
3.2482482482482484,0.021
3.2532532532532534,0.021
3.2582582582582584,0.021
3.2632632632632634,0.021
3.2682682682682684,0.021
3.2732732732732734,0.021
3.2782782782782784,0.021
3.2832832832832834,0.021
3.2882882882882885,0.021
3.2932932932932935,0.021
3.2982982982982985,0.021
3.3033033033033035,0.021
3.3083083083083085,0.021
3.3133133133133135,0.021
3.3183183183183185,0.021
3.3233233233233235,0.021
3.3283283283283285,0.021
3.3333333333333335,0.021
3.3383383383383385,0.021
3.3433433433433435,0.021
3.3483483483483485,0.021
3.3533533533533535,0.021
3.3583583583583585,0.021
3.3633633633633635,0.021
3.3683683683683685,0.02
3.3733733733733735,0.02
3.3783783783783785,0.02
3.3833833833833835,0.02
3.3883883883883885,0.02
3.3933933933933935,0.02
3.3983983983983985,0.02
3.4034034034034035,0.02
3.4084084084084085,0.02
3.4134134134134135,0.02
3.4184184184184185,0.02
3.4234234234234235,0.02
3.4284284284284285,0.02
3.4334334334334335,0.02
3.4384384384384385,0.02
3.4434434434434436,0.02
3.4484484484484486,0.02
3.4534534534534536,0.02
3.4584584584584586,0.02
3.4634634634634636,0.02
3.4684684684684686,0.02
3.4734734734734736,0.02
3.4784784784784786,0.02
3.4834834834834836,0.02
3.4884884884884886,0.02
3.4934934934934936,0.02
3.4984984984984986,0.02
3.5035035035035036,0.02
3.5085085085085086,0.019
3.5135135135135136,0.019
3.5185185185185186,0.019
3.5235235235235236,0.019
3.5285285285285286,0.019
3.5335335335335336,0.019
3.5385385385385386,0.019
3.5435435435435436,0.019
3.5485485485485486,0.019
3.5535535535535536,0.019
3.5585585585585586,0.019
3.5635635635635636,0.019
3.5685685685685686,0.019
3.5735735735735736,0.019
3.5785785785785786,0.019
3.5835835835835836,0.019
3.5885885885885886,0.019
3.5935935935935936,0.019
3.5985985985985987,0.019
3.6036036036036037,0.019
3.6086086086086087,0.019
3.6136136136136137,0.019
3.6186186186186187,0.019
3.6236236236236237,0.019
3.6286286286286287,0.019
3.6336336336336337,0.019
3.6386386386386387,0.018
3.6436436436436437,0.018
3.6486486486486487,0.018
3.6536536536536537,0.018
3.6586586586586587,0.018
3.6636636636636637,0.018
3.6686686686686687,0.018
3.6736736736736737,0.018
3.6786786786786787,0.018
3.6836836836836837,0.018
3.6886886886886887,0.018
3.6936936936936937,0.018
3.6986986986986987,0.018
3.7037037037037037,0.018
3.7087087087087087,0.018
3.7137137137137137,0.018
3.7187187187187187,0.018
3.7237237237237237,0.018
3.7287287287287287,0.018
3.7337337337337337,0.018
3.7387387387387387,0.018
3.7437437437437437,0.018
3.7487487487487487,0.018
3.7537537537537538,0.018
3.7587587587587588,0.018
3.7637637637637638,0.017
3.7687687687687688,0.017
3.7737737737737738,0.017
3.7787787787787788,0.017
3.7837837837837838,0.017
3.7887887887887888,0.017
3.793793793793794,0.017
3.798798798798799,0.017
3.803803803803804,0.017
3.808808808808809,0.017
3.813813813813814,0.017
3.818818818818819,0.017
3.823823823823824,0.017
3.828828828828829,0.017
3.833833833833834,0.017
3.838838838838839,0.017
3.843843843843844,0.017
3.848848848848849,0.017
3.853853853853854,0.017
3.858858858858859,0.017
3.863863863863864,0.016
3.868868868868869,0.016
3.873873873873874,0.016
3.878878878878879,0.016
3.883883883883884,0.016
3.888888888888889,0.016
3.893893893893894,0.016
3.898898898898899,0.016
3.903903903903904,0.016
3.908908908908909,0.016
3.913913913913914,0.016
3.918918918918919,0.016
3.923923923923924,0.016
3.928928928928929,0.016
3.933933933933934,0.016
3.938938938938939,0.016
3.943943943943944,0.016
3.948948948948949,0.016
3.953953953953954,0.016
3.958958958958959,0.015
3.963963963963964,0.015
3.968968968968969,0.015
3.973973973973974,0.015
3.978978978978979,0.015
3.983983983983984,0.015
3.988988988988989,0.015
3.993993993993994,0.015
3.998998998998999,0.015
4.004004004004004,0.016
4.009009009009009,0.015
4.014014014014014,0.015
4.019019019019019,0.015
4.024024024024024,0.015
4.029029029029029,0.015
4.034034034034034,0.015
4.039039039039039,0.015
4.044044044044044,0.015
4.049049049049049,0.015
4.054054054054054,0.015
4.059059059059059,0.015
4.064064064064064,0.015
4.069069069069069,0.015
4.074074074074074,0.015
4.079079079079079,0.014
4.084084084084084,0.014
4.089089089089089,0.014
4.094094094094094,0.014
4.099099099099099,0.014
4.104104104104104,0.014
4.109109109109109,0.014
4.114114114114114,0.014
4.119119119119119,0.014
4.124124124124124,0.014
4.129129129129129,0.014
4.134134134134134,0.014
4.1391391391391394,0.014
4.1441441441441444,0.014
4.1491491491491495,0.014
4.1541541541541545,0.013
4.1591591591591595,0.013
4.1641641641641645,0.013
4.1691691691691695,0.013
4.1741741741741745,0.013
4.1791791791791795,0.013
4.1841841841841845,0.013
4.1891891891891895,0.013
4.1941941941941945,0.013
4.1991991991991995,0.013
4.2042042042042045,0.013
4.2092092092092095,0.013
4.2142142142142145,0.013
4.2192192192192195,0.013
4.2242242242242245,0.013
4.2292292292292295,0.012
4.2342342342342345,0.012
4.2392392392392395,0.012
4.2442442442442445,0.012
4.2492492492492495,0.012
4.2542542542542545,0.012
4.2592592592592595,0.012
4.2642642642642645,0.012
4.2692692692692695,0.012
4.2742742742742745,0.012
4.2792792792792795,0.012
4.2842842842842845,0.012
4.2892892892892895,0.012
4.2942942942942945,0.012
4.2992992992992995,0.012
4.3043043043043046,0.011
4.3093093093093096,0.011
4.314314314314315,0.011
4.31931931931932,0.011
4.324324324324325,0.011
4.32932932932933,0.011
4.334334334334335,0.011
4.33933933933934,0.01
4.344344344344345,0.01
4.34934934934935,0.01
4.354354354354355,0.01
4.35935935935936,0.01
4.364364364364365,0.01
4.36936936936937,0.01
4.374374374374375,0.01
4.37937937937938,0.009
4.384384384384385,0.009
4.38938938938939,0.009
4.394394394394395,0.009
4.3993993993994,0.009
4.404404404404405,0.009
4.40940940940941,0.008
4.414414414414415,0.008
4.41941941941942,0.008
4.424424424424425,0.008
4.42942942942943,0.008
4.434434434434435,0.007
4.43943943943944,0.007
4.444444444444445,0.007
4.44944944944945,0.007
4.454454454454455,0.006
4.45945945945946,0.006
4.464464464464465,0.006
4.46946946946947,0.006
4.474474474474475,0.005
4.47947947947948,0.005
4.484484484484485,0.005
4.48948948948949,0.004
4.494494494494495,0.004
4.4994994994995,0.004
4.504504504504505,0.004
4.50950950950951,0.003
4.514514514514515,0.003
4.51951951951952,0.002
4.524524524524525,0.002
4.52952952952953,0.002
4.534534534534535,0.001
4.53953953953954,0.001
4.544544544544545,0.0
4.54954954954955,0.0
4.554554554554555,-0.001
4.55955955955956,-0.001
4.564564564564565,-0.002
4.56956956956957,-0.002
4.574574574574575,-0.003
4.57957957957958,-0.003
4.584584584584585,-0.004
4.58958958958959,-0.004
4.594594594594595,-0.005
4.5995995995996,-0.005
4.604604604604605,-0.006
4.60960960960961,-0.007
4.614614614614615,-0.007
4.61961961961962,-0.008
4.624624624624625,-0.009
4.62962962962963,-0.009
4.634634634634635,-0.01
4.63963963963964,-0.011
4.644644644644645,-0.012
4.64964964964965,-0.012
4.654654654654655,-0.013
4.65965965965966,-0.014
4.664664664664665,-0.015
4.66966966966967,-0.016
4.674674674674675,-0.016
4.67967967967968,-0.017
4.684684684684685,-0.018
4.68968968968969,-0.019
4.694694694694695,-0.02
4.6996996996997,-0.021
4.704704704704705,-0.022
4.70970970970971,-0.023
4.714714714714715,-0.024
4.71971971971972,-0.025
4.724724724724725,-0.026
4.72972972972973,-0.027
4.734734734734735,-0.028
4.73973973973974,-0.029
4.744744744744745,-0.03
4.74974974974975,-0.031
4.754754754754755,-0.032
4.75975975975976,-0.033
4.764764764764765,-0.034
4.76976976976977,-0.036
4.774774774774775,-0.037
4.77977977977978,-0.038
4.784784784784785,-0.039
4.78978978978979,-0.04
4.794794794794795,-0.042
4.7997997997998,-0.043
4.804804804804805,-0.044
4.80980980980981,-0.046
4.814814814814815,-0.047
4.81981981981982,-0.049
4.824824824824825,-0.05
4.82982982982983,-0.052
4.834834834834835,-0.053
4.83983983983984,-0.055
4.844844844844845,-0.056
4.84984984984985,-0.058
4.854854854854855,-0.06
4.85985985985986,-0.061
4.864864864864865,-0.063
4.86986986986987,-0.065
4.874874874874875,-0.067
4.87987987987988,-0.068
4.884884884884885,-0.07
4.88988988988989,-0.072
4.894894894894895,-0.074
4.8998998998999,-0.076
4.904904904904905,-0.078
4.90990990990991,-0.08
4.914914914914915,-0.082
4.91991991991992,-0.084
4.924924924924925,-0.086
4.92992992992993,-0.089
4.934934934934935,-0.091
4.93993993993994,-0.093
4.944944944944945,-0.095
4.94994994994995,-0.098
4.954954954954955,-0.1
4.95995995995996,-0.103
4.964964964964965,-0.105
4.96996996996997,-0.108
4.974974974974975,-0.11
4.97997997997998,-0.113
4.984984984984985,-0.115
4.98998998998999,-0.118
4.994994994994995,-0.121
5.0,-0.124
