Vout, Vout
1.2362362362362362,1.26
1.2412412412412412,1.27
1.2462462462462462,1.27
1.2512512512512513,1.28
1.2562562562562563,1.285
1.2612612612612613,1.29
1.2662662662662663,1.295
1.2712712712712713,1.3
1.2762762762762763,1.305
1.2812812812812813,1.31
1.2862862862862863,1.315
1.2912912912912913,1.32
1.2962962962962963,1.325
1.3013013013013013,1.33
1.3063063063063063,1.335
1.3113113113113113,1.34
1.3163163163163163,1.345
1.3213213213213213,1.35
1.3263263263263263,1.355
1.3313313313313313,1.36
1.3363363363363363,1.365
1.3413413413413413,1.37
1.3463463463463463,1.375
1.3513513513513513,1.38
1.3563563563563563,1.385
1.3613613613613613,1.39
1.3663663663663663,1.395
1.3713713713713713,1.4
1.3763763763763763,1.405
1.3813813813813813,1.41
1.3863863863863863,1.415
1.3913913913913913,1.42
1.3963963963963963,1.425
1.4014014014014013,1.43
1.4064064064064064,1.435
1.4114114114114114,1.44
1.4164164164164164,1.445
1.4214214214214214,1.45
1.4264264264264264,1.455
1.4314314314314314,1.46
1.4364364364364364,1.465
1.4414414414414414,1.47
1.4464464464464464,1.475
1.4514514514514514,1.48
1.4564564564564564,1.485
1.4614614614614614,1.49
1.4664664664664664,1.495
1.4714714714714714,1.5
1.4764764764764764,1.505
1.4814814814814814,1.51
1.4864864864864864,1.515
1.4914914914914914,1.52
1.4964964964964964,1.525
1.5015015015015014,1.53
1.5065065065065064,1.535
1.5115115115115114,1.54
1.5165165165165164,1.545
1.5215215215215214,1.55
1.5265265265265264,1.555
1.5315315315315314,1.56
1.5365365365365364,1.565
1.5415415415415414,1.57
1.5465465465465464,1.575
1.5515515515515514,1.58
1.5565565565565564,1.585
1.5615615615615615,1.59
1.5665665665665665,1.595
1.5715715715715715,1.6
1.5765765765765765,1.605
1.5815815815815815,1.61
1.5865865865865865,1.615
1.5915915915915915,1.62
1.5965965965965965,1.625
1.6016016016016015,1.63
1.6066066066066067,1.635
1.6116116116116117,1.64
1.6166166166166167,1.645
1.6216216216216217,1.65
1.6266266266266267,1.655
1.6316316316316317,1.66
1.6366366366366367,1.665
1.6416416416416417,1.67
1.6466466466466467,1.675
1.6516516516516517,1.68
1.6566566566566567,1.685
1.6616616616616617,1.69
1.6666666666666667,1.695
1.6716716716716717,1.7
1.6766766766766767,1.705
1.6816816816816818,1.71
1.6866866866866868,1.715
1.6916916916916918,1.72
1.6966966966966968,1.725
1.7017017017017018,1.73
1.7067067067067068,1.735
1.7117117117117118,1.74
1.7167167167167168,1.745
1.7217217217217218,1.75
1.7267267267267268,1.755
1.7317317317317318,1.76
1.7367367367367368,1.765
1.7417417417417418,1.77
1.7467467467467468,1.775
1.7517517517517518,1.78
1.7567567567567568,1.785
1.7617617617617618,1.79
1.7667667667667668,1.795
1.7717717717717718,1.8
1.7767767767767768,1.805
1.7817817817817818,1.81
1.7867867867867868,1.815
1.7917917917917918,1.82
1.7967967967967968,1.825
1.8018018018018018,1.83
1.8068068068068068,1.835
1.8118118118118118,1.84
1.8168168168168168,1.845
1.8218218218218218,1.85
1.8268268268268268,1.855
1.8318318318318318,1.86
1.8368368368368369,1.865
1.8418418418418419,1.87
1.8468468468468469,1.875
1.8518518518518519,1.88
1.8568568568568569,1.885
1.8618618618618619,1.89
1.8668668668668669,1.895
1.8718718718718719,1.9
1.8768768768768769,1.905
1.8818818818818819,1.91
1.8868868868868869,1.915
1.8918918918918919,1.92
1.896896896896897,1.925
1.901901901901902,1.93
1.906906906906907,1.935
1.911911911911912,1.94
1.916916916916917,1.945
1.921921921921922,1.95
1.926926926926927,1.955
1.931931931931932,1.96
1.936936936936937,1.965
1.941941941941942,1.97
1.946946946946947,1.975
1.951951951951952,1.98
1.956956956956957,1.985
1.961961961961962,1.99
1.966966966966967,1.995
1.971971971971972,2.0
1.976976976976977,2.005
1.981981981981982,2.005
1.986986986986987,2.01
1.991991991991992,2.02
1.996996996996997,2.025
2.002002002002002,2.03
2.007007007007007,2.035
2.012012012012012,2.04
2.017017017017017,2.045
2.022022022022022,2.05
2.027027027027027,2.055
2.032032032032032,2.06
2.037037037037037,2.065
2.042042042042042,2.07
2.047047047047047,2.075
2.052052052052052,2.08
2.057057057057057,2.085
2.062062062062062,2.09
2.067067067067067,2.095
2.0720720720720722,2.1
2.0770770770770772,2.105
2.0820820820820822,2.11
2.0870870870870872,2.115
2.0920920920920922,2.12
2.0970970970970972,2.125
2.1021021021021022,2.13
2.1071071071071072,2.135
2.1121121121121122,2.14
2.1171171171171173,2.145
2.1221221221221223,2.15
2.1271271271271273,2.155
2.1321321321321323,2.16
2.1371371371371373,2.165
2.1421421421421423,2.17
2.1471471471471473,2.175
2.1521521521521523,2.18
2.1571571571571573,2.185
2.1621621621621623,2.19
2.1671671671671673,2.195
2.1721721721721723,2.2
2.1771771771771773,2.205
2.1821821821821823,2.21
2.1871871871871873,2.215
2.1921921921921923,2.22
2.1971971971971973,2.225
2.2022022022022023,2.23
2.2072072072072073,2.235
2.2122122122122123,2.24
2.2172172172172173,2.245
2.2222222222222223,2.25
2.2272272272272273,2.255
2.2322322322322323,2.26
2.2372372372372373,2.265
2.2422422422422423,2.27
2.2472472472472473,2.275
2.2522522522522523,2.28
2.2572572572572573,2.285
2.2622622622622623,2.29
2.2672672672672673,2.295
2.2722722722722724,2.3
2.2772772772772774,2.305
2.2822822822822824,2.31
2.2872872872872874,2.315
2.2922922922922924,2.32
2.2972972972972974,2.325
2.3023023023023024,2.33
2.3073073073073074,2.335
2.3123123123123124,2.34
2.3173173173173174,2.345
2.3223223223223224,2.35
2.3273273273273274,2.355
2.3323323323323324,2.36
2.3373373373373374,2.365
2.3423423423423424,2.37
2.3473473473473474,2.37
2.3523523523523524,2.38
2.3573573573573574,2.385
2.3623623623623624,2.385
2.3673673673673674,2.39
2.3723723723723724,2.395
2.3773773773773774,2.4
2.3823823823823824,2.405
2.3873873873873874,2.41
2.3923923923923924,2.415
2.3973973973973974,2.42
2.4024024024024024,2.425
2.4074074074074074,2.43
2.4124124124124124,2.435
2.4174174174174174,2.44
2.4224224224224224,2.445
2.4274274274274275,2.45
2.4324324324324325,2.455
2.4374374374374375,2.46
2.4424424424424425,2.465
2.4474474474474475,2.47
2.4524524524524525,2.475
2.4574574574574575,2.48
2.4624624624624625,2.485
2.4674674674674675,2.49
2.4724724724724725,2.495
2.4774774774774775,2.5
2.4824824824824825,2.505
2.4874874874874875,2.51
2.4924924924924925,2.515
2.4974974974974975,2.52
2.5025025025025025,2.525
2.5075075075075075,2.53
2.5125125125125125,2.535
2.5175175175175175,2.54
2.5225225225225225,2.545
2.5275275275275275,2.55
2.5325325325325325,2.555
2.5375375375375375,2.56
2.5425425425425425,2.565
2.5475475475475475,2.57
2.5525525525525525,2.575
2.5575575575575575,2.58
2.5625625625625625,2.585
2.5675675675675675,2.59
2.5725725725725725,2.595
2.5775775775775776,2.6
2.5825825825825826,2.605
2.5875875875875876,2.61
2.5925925925925926,2.615
2.5975975975975976,2.62
2.6026026026026026,2.625
2.6076076076076076,2.63
2.6126126126126126,2.635
2.6176176176176176,2.64
2.6226226226226226,2.645
2.6276276276276276,2.65
2.6326326326326326,2.655
2.6376376376376376,2.66
2.6426426426426426,2.665
2.6476476476476476,2.67
2.6526526526526526,2.675
2.6576576576576576,2.68
2.6626626626626626,2.685
2.6676676676676676,2.69
2.6726726726726726,2.695
2.6776776776776776,2.7
2.6826826826826826,2.705
2.6876876876876876,2.71
2.6926926926926926,2.715
2.6976976976976976,2.72
2.7027027027027026,2.725
2.7077077077077076,2.73
2.7127127127127126,2.73
2.7177177177177176,2.74
2.7227227227227226,2.745
2.7277277277277276,2.75
2.7327327327327327,2.75
2.7377377377377377,2.755
2.7427427427427427,2.765
2.7477477477477477,2.77
2.7527527527527527,2.77
2.7577577577577577,2.78
2.7627627627627627,2.785
2.7677677677677677,2.785
2.7727727727727727,2.79
2.7777777777777777,2.795
2.7827827827827827,2.805
2.7877877877877877,2.805
2.7927927927927927,2.81
2.7977977977977977,2.815
2.8028028028028027,2.82
2.8078078078078077,2.825
2.8128128128128127,2.83
2.8178178178178177,2.835
2.8228228228228227,2.84
2.8278278278278277,2.85
2.8328328328328327,2.85
2.8378378378378377,2.855
2.8428428428428427,2.86
2.8478478478478477,2.865
2.8528528528528527,2.87
2.8578578578578577,2.875
2.8628628628628627,2.88
2.8678678678678677,2.885
2.8728728728728727,2.89
2.8778778778778777,2.895
2.8828828828828827,2.9
2.8878878878878878,2.905
2.8928928928928928,2.91
2.8978978978978978,2.915
2.9029029029029028,2.92
2.9079079079079078,2.925
2.9129129129129128,2.93
2.9179179179179178,2.935
2.9229229229229228,2.94
2.9279279279279278,2.945
2.932932932932933,2.95
2.937937937937938,2.955
2.942942942942943,2.96
2.947947947947948,2.965
2.952952952952953,2.97
2.957957957957958,2.975
2.962962962962963,2.98
2.967967967967968,2.985
2.972972972972973,2.99
2.977977977977978,2.995
2.982982982982983,3.0
2.987987987987988,3.005
2.992992992992993,3.01
2.997997997997998,3.015
3.003003003003003,3.02
3.008008008008008,3.025
3.013013013013013,3.03
3.018018018018018,3.035
3.023023023023023,3.04
3.028028028028028,3.045
3.033033033033033,3.05
3.038038038038038,3.055
3.043043043043043,3.06
3.048048048048048,3.065
3.053053053053053,3.07
3.058058058058058,3.075
3.063063063063063,3.08
3.068068068068068,3.085
3.073073073073073,3.09
3.078078078078078,3.095
3.083083083083083,3.1
3.088088088088088,3.11
3.093093093093093,3.11
3.098098098098098,3.115
3.103103103103103,3.12
3.108108108108108,3.125
3.113113113113113,3.13
3.118118118118118,3.135
3.123123123123123,3.14
3.128128128128128,3.145
3.133133133133133,3.15
3.138138138138138,3.155
3.143143143143143,3.16
3.148148148148148,3.165
3.153153153153153,3.17
3.158158158158158,3.175
3.163163163163163,3.18
3.168168168168168,3.185
3.173173173173173,3.19
3.178178178178178,3.195
3.183183183183183,3.2
3.188188188188188,3.205
3.193193193193193,3.21
3.198198198198198,3.215
3.203203203203203,3.22
3.2082082082082084,3.225
3.2132132132132134,3.23
3.2182182182182184,3.235
3.2232232232232234,3.24
3.2282282282282284,3.245
3.2332332332332334,3.25
3.2382382382382384,3.255
3.2432432432432434,3.26
3.2482482482482484,3.265
3.2532532532532534,3.27
3.2582582582582584,3.275
3.2632632632632634,3.28
3.2682682682682684,3.285
3.2732732732732734,3.29
3.2782782782782784,3.295
3.2832832832832834,3.3
3.2882882882882885,3.305
3.2932932932932935,3.31
3.2982982982982985,3.315
3.3033033033033035,3.32
3.3083083083083085,3.325
3.3133133133133135,3.33
3.3183183183183185,3.335
3.3233233233233235,3.34
3.3283283283283285,3.345
3.3333333333333335,3.35
3.3383383383383385,3.355
3.3433433433433435,3.36
3.3483483483483485,3.365
3.3533533533533535,3.37
3.3583583583583585,3.375
3.3633633633633635,3.38
3.3683683683683685,3.385
3.3733733733733735,3.39
3.3783783783783785,3.395
3.3833833833833835,3.395
3.3883883883883885,3.405
3.3933933933933935,3.41
3.3983983983983985,3.41
3.4034034034034035,3.415
3.4084084084084085,3.42
3.4134134134134135,3.425
3.4184184184184185,3.43
3.4234234234234235,3.435
3.4284284284284285,3.44
3.4334334334334335,3.445
3.4384384384384385,3.45
3.4434434434434436,3.455
3.4484484484484486,3.46
3.4534534534534536,3.465
3.4584584584584586,3.47
3.4634634634634636,3.475
3.4684684684684686,3.48
3.4734734734734736,3.485
3.4784784784784786,3.49
3.4834834834834836,3.495
3.4884884884884886,3.5
3.4934934934934936,3.505
3.4984984984984986,3.51
3.5035035035035036,3.515
3.5085085085085086,3.52
3.5135135135135136,3.525
3.5185185185185186,3.53
3.5235235235235236,3.535
3.5285285285285286,3.54
3.5335335335335336,3.545
3.5385385385385386,3.55
3.5435435435435436,3.555
3.5485485485485486,3.56
3.5535535535535536,3.565
3.5585585585585586,3.57
3.5635635635635636,3.575
3.5685685685685686,3.58
3.5735735735735736,3.585
3.5785785785785786,3.59
3.5835835835835836,3.595
3.5885885885885886,3.6
3.5935935935935936,3.605
3.5985985985985987,3.61
3.6036036036036037,3.615
3.6086086086086087,3.62
3.6136136136136137,3.625
3.6186186186186187,3.63
3.6236236236236237,3.635
3.6286286286286287,3.64
3.6336336336336337,3.645
3.6386386386386387,3.65
3.6436436436436437,3.655
3.6486486486486487,3.66
3.6536536536536537,3.665
3.6586586586586587,3.67
3.6636636636636637,3.675
3.6686686686686687,3.68
3.6736736736736737,3.685
3.6786786786786787,3.69
3.6836836836836837,3.695
3.6886886886886887,3.7
3.6936936936936937,3.705
3.6986986986986987,3.71
3.7037037037037037,3.715
3.7087087087087087,3.72
3.7137137137137137,3.725
3.7187187187187187,3.73
3.7237237237237237,3.735
3.7287287287287287,3.74
3.7337337337337337,3.745
3.7387387387387387,3.75
3.7437437437437437,3.755
3.7487487487487487,3.76
3.7537537537537538,3.765
3.7587587587587588,3.77
3.7637637637637638,3.775
3.7687687687687688,3.78
3.7737737737737738,3.785
3.7787787787787788,3.79
3.7837837837837838,3.79
3.7887887887887888,3.8
3.793793793793794,3.805
3.798798798798799,3.81
3.803803803803804,3.81
3.808808808808809,3.82
3.813813813813814,3.825
3.818818818818819,3.83
3.823823823823824,3.83
3.828828828828829,3.835
3.833833833833834,3.845
3.838838838838839,3.845
3.843843843843844,3.85
3.848848848848849,3.855
3.853853853853854,3.86
3.858858858858859,3.865
3.863863863863864,3.87
3.868868868868869,3.875
3.873873873873874,3.88
3.878878878878879,3.885
3.883883883883884,3.89
3.888888888888889,3.895
3.893893893893894,3.9
3.898898898898899,3.905
3.903903903903904,3.91
3.908908908908909,3.915
3.913913913913914,3.92
3.918918918918919,3.925
3.923923923923924,3.93
3.928928928928929,3.935
3.933933933933934,3.94
3.938938938938939,3.945
3.943943943943944,3.95
3.948948948948949,3.955
3.953953953953954,3.955
3.958958958958959,3.96
3.963963963963964,3.965
3.968968968968969,3.97
3.973973973973974,3.975
3.978978978978979,3.98
3.983983983983984,3.985
3.988988988988989,3.99
3.993993993993994,3.995
3.998998998998999,4.0
4.004004004004004,4.015
4.009009009009009,4.02
4.014014014014014,4.025
4.019019019019019,4.03
4.024024024024024,4.03
4.029029029029029,4.035
4.034034034034034,4.045
4.039039039039039,4.05
4.044044044044044,4.05
4.049049049049049,4.055
4.054054054054054,4.06
4.059059059059059,4.065
4.064064064064064,4.07
4.069069069069069,4.075
4.074074074074074,4.08
4.079079079079079,4.085
4.084084084084084,4.09
4.089089089089089,4.095
4.094094094094094,4.1
4.099099099099099,4.105
4.104104104104104,4.11
4.109109109109109,4.115
4.114114114114114,4.12
4.119119119119119,4.125
4.124124124124124,4.13
4.129129129129129,4.135
4.134134134134134,4.14
4.1391391391391394,4.145
4.1441441441441444,4.15
4.1491491491491495,4.155
4.1541541541541545,4.16
4.1591591591591595,4.165
4.1641641641641645,4.17
4.1691691691691695,4.175
4.1741741741741745,4.18
4.1791791791791795,4.185
4.1841841841841845,4.19
4.1891891891891895,4.19
4.1941941941941945,4.195
4.1991991991991995,4.205
4.2042042042042045,4.21
4.2092092092092095,4.21
4.2142142142142145,4.22
4.2192192192192195,4.225
4.2242242242242245,4.225
4.2292292292292295,4.23
4.2342342342342345,4.235
4.2392392392392395,4.24
4.2442442442442445,4.245
4.2492492492492495,4.25
4.2542542542542545,4.255
4.2592592592592595,4.26
4.2642642642642645,4.265
4.2692692692692695,4.27
4.2742742742742745,4.275
4.2792792792792795,4.28
4.2842842842842845,4.285
4.2892892892892895,4.29
4.2942942942942945,4.295
4.2992992992992995,4.3
4.3043043043043046,4.305
4.3093093093093096,4.31
4.314314314314315,4.315
4.31931931931932,4.32
4.324324324324325,4.325
4.32932932932933,4.33
4.334334334334335,4.335
4.33933933933934,4.34
4.344344344344345,4.345
4.34934934934935,4.35
4.354354354354355,4.355
4.35935935935936,4.36
4.364364364364365,4.365
4.36936936936937,4.37
4.374374374374375,4.375
4.37937937937938,4.38
4.384384384384385,4.385
4.38938938938939,4.39
4.394394394394395,4.395
4.3993993993994,4.4
4.404404404404405,4.405
4.40940940940941,4.41
4.414414414414415,4.415
4.41941941941942,4.42
4.424424424424425,4.425
4.42942942942943,4.425
4.434434434434435,4.43
4.43943943943944,4.435
4.444444444444445,4.44
4.44944944944945,4.445
4.454454454454455,4.45
4.45945945945946,4.455
4.464464464464465,4.46
4.46946946946947,4.465
4.474474474474475,4.47
4.47947947947948,4.475
4.484484484484485,4.48
4.48948948948949,4.485
4.494494494494495,4.49
4.4994994994995,4.495
4.504504504504505,4.5
4.50950950950951,4.505
4.514514514514515,4.51
4.51951951951952,4.51
4.524524524524525,4.515
4.52952952952953,4.52
4.534534534534535,4.525
4.53953953953954,4.53
4.544544544544545,4.535
4.54954954954955,4.54
4.554554554554555,4.545
4.55955955955956,4.55
4.564564564564565,4.55
4.56956956956957,4.555
4.574574574574575,4.56
4.57957957957958,4.565
4.584584584584585,4.57
4.58958958958959,4.575
4.594594594594595,4.58
4.5995995995996,4.58
4.604604604604605,4.585
4.60960960960961,4.59
4.614614614614615,4.595
4.61961961961962,4.6
4.624624624624625,4.605
4.62962962962963,4.61
4.634634634634635,4.61
4.63963963963964,4.615
4.644644644644645,4.62
4.64964964964965,4.625
4.654654654654655,4.63
4.65965965965966,4.63
4.664664664664665,4.635
4.66966966966967,4.64
4.674674674674675,4.645
4.67967967967968,4.65
4.684684684684685,4.65
4.68968968968969,4.655
4.694694694694695,4.66
4.6996996996997,4.665
4.704704704704705,4.67
4.70970970970971,4.67
4.714714714714715,4.675
4.71971971971972,4.68
4.724724724724725,4.685
4.72972972972973,4.69
4.734734734734735,4.69
4.73973973973974,4.695
4.744744744744745,4.7
4.74974974974975,4.705
4.754754754754755,4.705
4.75975975975976,4.71
4.764764764764765,4.715
4.76976976976977,4.715
4.774774774774775,4.72
4.77977977977978,4.725
4.784784784784785,4.73
4.78978978978979,4.73
4.794794794794795,4.735
4.7997997997998,4.74
4.804804804804805,4.745
4.80980980980981,4.745
4.814814814814815,4.75
4.81981981981982,4.755
4.824824824824825,4.76
4.82982982982983,4.76
4.834834834834835,4.765
4.83983983983984,4.77
4.844844844844845,4.77
4.84984984984985,4.775
4.854854854854855,4.78
4.85985985985986,4.78
4.864864864864865,4.785
4.86986986986987,4.79
4.874874874874875,4.79
4.87987987987988,4.795
4.884884884884885,4.8
4.88988988988989,4.8
4.894894894894895,4.805
4.8998998998999,4.81
4.904904904904905,4.81
4.90990990990991,4.815
4.914914914914915,4.82
4.91991991991992,4.82
4.924924924924925,4.825
4.92992992992993,4.825
4.934934934934935,4.83
4.93993993993994,4.83
4.944944944944945,4.835
4.94994994994995,4.835
4.954954954954955,4.84
4.95995995995996,4.845
4.964964964964965,4.845
4.96996996996997,4.85
4.974974974974975,4.85
4.97997997997998,4.855
4.984984984984985,4.855
4.98998998998999,4.86
4.994994994994995,4.86
5.0,4.865
