Vout, Iout
-0.20520520520520524,4.24e-05
-0.20320320320320318,4.2e-05
-0.20120120120120122,4.16e-05
-0.19919919919919926,4.11e-05
-0.1971971971971972,4.07e-05
-0.19519519519519524,4.03e-05
-0.19319319319319317,3.99e-05
-0.1911911911911912,3.94e-05
-0.18918918918918914,3.9e-05
-0.1871871871871872,3.85e-05
-0.18518518518518523,3.81e-05
-0.18318318318318316,3.76e-05
-0.1811811811811812,3.7e-05
-0.17917917917917914,3.66e-05
-0.17717717717717718,3.62e-05
-0.17517517517517522,3.58e-05
-0.17317317317317316,3.53e-05
-0.1711711711711712,3.49e-05
-0.16916916916916913,3.44e-05
-0.16716716716716717,3.39e-05
-0.16516516516516522,3.34e-05
-0.16316316316316315,3.31e-05
-0.1611611611611612,3.27e-05
-0.15915915915915912,3.22e-05
-0.15715715715715717,3.17e-05
-0.1551551551551552,3.12e-05
-0.15315315315315314,3.08e-05
-0.1511511511511512,3.03e-05
-0.14914914914914912,2.99e-05
-0.14714714714714716,2.94e-05
-0.1451451451451452,2.89e-05
-0.14314314314314314,2.84e-05
-0.14114114114114118,2.8e-05
-0.1391391391391391,2.75e-05
-0.13713713713713716,2.7e-05
-0.1351351351351351,2.66e-05
-0.13313313313313313,2.61e-05
-0.13113113113113117,2.56e-05
-0.1291291291291291,2.51e-05
-0.12712712712712715,2.47e-05
-0.12512512512512508,2.42e-05
-0.12312312312312312,2.38e-05
-0.12112112112112117,2.33e-05
-0.1191191191191191,2.29e-05
-0.11711711711711714,2.24e-05
-0.11511511511511507,2.2e-05
-0.11311311311311312,2.15e-05
-0.11111111111111116,2.11e-05
-0.10910910910910909,2.06e-05
-0.10710710710710714,2.01e-05
-0.10510510510510507,1.97e-05
-0.10310310310310311,1.92e-05
-0.10110110110110115,1.88e-05
-0.09909909909909909,1.83e-05
-0.09709709709709713,1.78e-05
-0.09509509509509506,1.74e-05
-0.0930930930930931,1.69e-05
-0.09109109109109115,1.65e-05
-0.08908908908908908,1.6e-05
-0.08708708708708712,1.55e-05
-0.08508508508508505,1.51e-05
-0.0830830830830831,1.46e-05
-0.08108108108108114,1.41e-05
-0.07907907907907907,1.37e-05
-0.07707707707707712,1.32e-05
-0.07507507507507505,1.28e-05
-0.07307307307307309,1.23e-05
-0.07107107107107113,1.19e-05
-0.06906906906906907,1.14e-05
-0.06706706706706711,1.1e-05
-0.06506506506506504,1.05e-05
-0.06306306306306309,1e-05
-0.06106106106106102,9.69e-06
-0.05905905905905906,9.21e-06
-0.0570570570570571,8.72e-06
-0.055055055055055035,8.24e-06
-0.05305305305305308,7.77e-06
-0.05105105105105101,7.29e-06
-0.049049049049049054,6.8e-06
-0.0470470470470471,6.3e-06
-0.04504504504504503,5.89e-06
-0.04304304304304307,5.38e-06
-0.041041041041041004,4.9e-06
-0.03903903903903905,4.42e-06
-0.03703703703703709,3.96e-06
-0.03503503503503502,3.47e-06
-0.033033033033033066,2.97e-06
-0.031031031031030998,2.61e-06
-0.02902902902902904,2.03e-06
-0.027027027027027084,1.56e-06
-0.025025025025025016,1.07e-06
-0.02302302302302306,6.22e-07
-0.02102102102102099,1.3e-07
-0.019019019019019034,-3.35e-07
-0.017017017017017078,-7.99e-07
-0.01501501501501501,-1.279e-06
-0.013013013013013053,-1.747e-06
-0.011011011011010985,-2.23e-06
-0.009009009009009028,-2.71e-06
-0.00700700700700696,-3.16e-06
-0.005005005005005003,-3.64e-06
-0.0030030030030030463,-4.1e-06
-0.0010010010010009784,-4.57e-06
0.0010010010010010895,-5.06e-06
0.0030030030030030463,-5.51e-06
0.005005005005005003,-5.96e-06
0.00700700700700696,-6.4e-06
0.009009009009008917,-6.86e-06
0.011011011011011096,-7.31e-06
0.013013013013013053,-7.76e-06
0.01501501501501501,-8.21e-06
0.017017017017016967,-8.65e-06
0.019019019019018923,-9.1e-06
0.021021021021021102,-9.55e-06
0.02302302302302306,-9.99e-06
0.025025025025025016,-1.044e-05
0.027027027027026973,-1.088e-05
0.02902902902902893,-1.127e-05
0.03103103103103111,-1.176e-05
0.033033033033033066,-1.221e-05
0.03503503503503502,-1.264e-05
0.03703703703703698,-1.308e-05
0.039039039039038936,-1.351e-05
0.041041041041041115,-1.395e-05
0.04304304304304307,-1.439e-05
0.04504504504504503,-1.482e-05
0.047047047047046986,-1.525e-05
0.04904904904904894,-1.569e-05
0.05105105105105112,-1.612e-05
0.05305305305305308,-1.654e-05
0.055055055055055035,-1.697e-05
0.05705705705705699,-1.739e-05
0.05905905905905895,-1.783e-05
0.06106106106106113,-1.824e-05
0.06306306306306309,-1.867e-05
0.06506506506506504,-1.907e-05
0.067067067067067,-1.951e-05
0.06906906906906896,-1.993e-05
0.07107107107107113,-2.06e-05
0.07307307307307309,-2.1e-05
0.07507507507507505,-2.14e-05
0.077077077077077,-2.18e-05
0.07907907907907896,-2.22e-05
0.08108108108108114,-2.27e-05
0.0830830830830831,-2.31e-05
0.08508508508508505,-2.35e-05
0.08708708708708701,-2.39e-05
0.08908908908908897,-2.43e-05
0.09109109109109115,-2.47e-05
0.0930930930930931,-2.51e-05
0.09509509509509506,-2.55e-05
0.09709709709709702,-2.59e-05
0.0990990990990992,-2.64e-05
0.10110110110110115,-2.67e-05
0.10310310310310311,-2.72e-05
0.10510510510510507,-2.76e-05
0.10710710710710702,-2.8e-05
0.1091091091091092,-2.84e-05
0.11111111111111116,-2.87e-05
0.11311311311311312,-2.91e-05
0.11511511511511507,-2.95e-05
0.11711711711711703,-2.99e-05
0.11911911911911921,-3.03e-05
0.12112112112112117,-3.07e-05
0.12312312312312312,-3.11e-05
0.12512512512512508,-3.15e-05
0.12712712712712704,-3.18e-05
0.12912912912912922,-3.22e-05
0.13113113113113117,-3.26e-05
0.13313313313313313,-3.29e-05
0.1351351351351351,-3.33e-05
0.13713713713713704,-3.36e-05
0.13913913913913922,-3.4e-05
0.14114114114114118,-3.43e-05
0.14314314314314314,-3.47e-05
0.1451451451451451,-3.5e-05
0.14714714714714705,-3.54e-05
0.14914914914914923,-3.58e-05
0.1511511511511512,-3.6e-05
0.15315315315315314,-3.63e-05
0.1551551551551551,-3.67e-05
0.15715715715715706,-3.71e-05
0.15915915915915924,-3.74e-05
0.1611611611611612,-3.78e-05
0.16316316316316315,-3.81e-05
0.1651651651651651,-3.84e-05
0.16716716716716706,-3.88e-05
0.16916916916916924,-3.91e-05
0.1711711711711712,-3.94e-05
0.17317317317317316,-3.97e-05
0.1751751751751751,-4e-05
0.17717717717717707,-4.03e-05
0.17917917917917925,-4.06e-05
0.1811811811811812,-4.09e-05
0.18318318318318316,-4.13e-05
0.18518518518518512,-4.16e-05
0.18718718718718708,-4.18e-05
0.18918918918918926,-4.22e-05
0.1911911911911912,-4.24e-05
0.19319319319319317,-4.27e-05
0.19519519519519513,-4.31e-05
0.19719719719719708,-4.33e-05
0.19919919919919926,-4.36e-05
0.20120120120120122,-4.39e-05
0.20320320320320318,-4.42e-05
0.20520520520520513,-4.45e-05
0.2072072072072071,-4.47e-05
0.20920920920920927,-4.5e-05
0.21121121121121122,-4.53e-05
0.21321321321321318,-4.56e-05
0.21521521521521514,-4.58e-05
0.21721721721721732,-4.61e-05
0.21921921921921927,-4.64e-05
0.22122122122122123,-4.66e-05
0.2232232232232232,-4.69e-05
0.22522522522522515,-4.71e-05
0.22722722722722732,-4.74e-05
0.22922922922922928,-4.76e-05
0.23123123123123124,-4.79e-05
0.2332332332332332,-4.81e-05
0.23523523523523515,-4.83e-05
0.23723723723723733,-4.85e-05
0.2392392392392393,-4.88e-05
0.24124124124124124,-4.9e-05
0.2432432432432432,-4.92e-05
0.24524524524524516,-4.94e-05
0.24724724724724734,-4.97e-05
0.2492492492492493,-4.99e-05
0.25125125125125125,-5.01e-05
0.2532532532532532,-5.03e-05
0.25525525525525516,-5.05e-05
0.25725725725725734,-5.07e-05
0.2592592592592593,-5.09e-05
0.26126126126126126,-5.11e-05
0.2632632632632632,-5.13e-05
0.26526526526526517,-5.15e-05
0.26726726726726735,-5.17e-05
0.2692692692692693,-5.18e-05
0.27127127127127126,-5.2e-05
0.2732732732732732,-5.21e-05
0.2752752752752752,-5.23e-05
0.27727727727727736,-5.25e-05
0.2792792792792793,-5.26e-05
0.28128128128128127,-5.28e-05
0.2832832832832832,-5.3e-05
0.2852852852852852,-5.31e-05
0.28728728728728736,-5.33e-05
0.2892892892892893,-5.34e-05
0.2912912912912913,-5.35e-05
0.29329329329329323,-5.37e-05
0.2952952952952952,-5.38e-05
0.29729729729729737,-5.39e-05
0.2992992992992993,-5.41e-05
0.3013013013013013,-5.42e-05
0.30330330330330324,-5.43e-05
0.3053053053053052,-5.45e-05
0.3073073073073074,-5.46e-05
0.30930930930930933,-5.47e-05
0.3113113113113113,-5.48e-05
0.31331331331331325,-5.49e-05
0.3153153153153152,-5.5e-05
0.3173173173173174,-5.51e-05
0.31931931931931934,-5.52e-05
0.3213213213213213,-5.53e-05
0.32332332332332325,-5.54e-05
0.3253253253253252,-5.55e-05
0.3273273273273274,-5.56e-05
0.32932932932932935,-5.57e-05
0.3313313313313313,-5.58e-05
0.33333333333333326,-5.59e-05
0.3353353353353352,-5.59e-05
0.3373373373373374,-5.6e-05
0.33933933933933935,-5.61e-05
0.3413413413413413,-5.6e-05
0.34334334334334327,-5.62e-05
0.3453453453453452,-5.62e-05
0.3473473473473474,-5.63e-05
0.34934934934934936,-5.64e-05
0.3513513513513513,-5.65e-05
0.35335335335335327,-5.65e-05
0.35535535535535545,-5.66e-05
0.3573573573573574,-5.66e-05
0.35935935935935936,-5.67e-05
0.3613613613613613,-5.67e-05
0.3633633633633633,-5.68e-05
0.36536536536536546,-5.69e-05
0.3673673673673674,-5.68e-05
0.36936936936936937,-5.69e-05
0.37137137137137133,-5.7e-05
0.3733733733733733,-5.7e-05
0.37537537537537546,-5.71e-05
0.3773773773773774,-5.71e-05
0.3793793793793794,-5.71e-05
0.38138138138138133,-5.72e-05
0.3833833833833833,-5.71e-05
0.38538538538538547,-5.72e-05
0.3873873873873874,-5.73e-05
0.3893893893893894,-5.73e-05
0.39139139139139134,-5.73e-05
0.3933933933933933,-5.73e-05
0.3953953953953955,-5.74e-05
0.39739739739739743,-5.74e-05
0.3993993993993994,-5.74e-05
0.40140140140140135,-5.74e-05
0.4034034034034033,-5.74e-05
0.4054054054054055,-5.75e-05
0.40740740740740744,-5.75e-05
0.4094094094094094,-5.75e-05
0.41141141141141135,-5.75e-05
0.4134134134134133,-5.75e-05
